FISHERY,YEAR,SPECIES,HARVEST
Total Annette Island Reservation,2002,JACKS,0
Total Annette Island Reservation,2002,SOCKEYE,34821
Total Annette Island Reservation,2002,COHO,64880
Total Annette Island Reservation,2002,PINK,1363274
Total Annette Island Reservation,2002,CHUM,83438
Total Annette Island Reservation,2002,TOTAL,1548231
Annette Island Purse Seine,2002,CHINOOK,550
Annette Island Purse Seine,2002,JACKS,0
Annette Island Purse Seine,2002,SOCKEYE,12946
Annette Island Purse Seine,2002,COHO,9809
Annette Island Purse Seine,2002,PINK,1073942
Annette Island Purse Seine,2002,CHUM,21252
Annette Island Purse Seine,2002,TOTAL,1118499
Annette Island Drift Gillnet,2002,CHINOOK,1268
Annette Island Drift Gillnet,2002,JACKS,0
Annette Island Drift Gillnet,2002,SOCKEYE,21875
Annette Island Drift Gillnet,2002,COHO,55071
Annette Island Drift Gillnet,2002,PINK,289332
Annette Island Drift Gillnet,2002,CHUM,62186
Annette Island Drift Gillnet,2002,TOTAL,429732
Total Annette Island Troll,2002,CHINOOK,0
Total Annette Island Troll,2002,JACKS,0
Total Annette Island Troll,2002,SOCKEYE,0
Total Annette Island Troll,2002,COHO,0
Total Annette Island Troll,2002,PINK,0
Total Annette Island Troll,2002,CHUM,0
Total Annette Island Troll,2002,TOTAL,0
Annette Island Hand Troll,2002,CHINOOK,0
Annette Island Hand Troll,2002,JACKS,0
Annette Island Hand Troll,2002,SOCKEYE,0
Annette Island Hand Troll,2002,COHO,0
Annette Island Hand Troll,2002,PINK,0
Annette Island Hand Troll,2002,CHUM,0
Annette Island Hand Troll,2002,TOTAL,0
Annette Island Power Troll,2002,CHINOOK,0
Annette Island Power Troll,2002,JACKS,0
Annette Island Power Troll,2002,SOCKEYE,0
Annette Island Power Troll,2002,COHO,0
Annette Island Power Troll,2002,PINK,0
Annette Island Power Troll,2002,CHUM,0
Annette Island Power Troll,2002,TOTAL,0
Hatchery Cost Recovery,2002,CHINOOK,28445
Hatchery Cost Recovery,2002,JACKS,0
Hatchery Cost Recovery,2002,SOCKEYE,36859
Hatchery Cost Recovery,2002,COHO,749889
Hatchery Cost Recovery,2002,PINK,853059
Hatchery Cost Recovery,2002,CHUM,2710351
Hatchery Cost Recovery,2002,TOTAL,4378603
Miscellaneous,2002,CHINOOK,828
Miscellaneous,2002,JACKS,3
Miscellaneous,2002,SOCKEYE,2190
Miscellaneous,2002,COHO,5389
Miscellaneous,2002,PINK,72412
Miscellaneous,2002,CHUM,15579
Miscellaneous,2002,TOTAL,96401
Southern Totals,2002,CHINOOK,55269
Southern Totals,2002,JACKS,626
Southern Totals,2002,SOCKEYE,313187
Southern Totals,2002,COHO,929048
Southern Totals,2002,PINK,23322539
Southern Totals,2002,CHUM,2135540
Southern Totals,2002,TOTAL,26756209
Northern Totals,2002,CHINOOK,168991
Northern Totals,2002,JACKS,957
Northern Totals,2002,SOCKEYE,381011
Northern Totals,2002,COHO,1536172
Northern Totals,2002,PINK,21950068
Northern Totals,2002,CHUM,5281037
Northern Totals,2002,TOTAL,29318236
Yakutat,2002,CHINOOK,6675
Yakutat,2002,JACKS,0
Yakutat,2002,SOCKEYE,112661
Yakutat,2002,COHO,214461
Yakutat,2002,PINK,15600
Yakutat,2002,CHUM,212
Yakutat,2002,TOTAL,349609
Region Totals,2002,CHINOOK,230935
Region Totals,2002,JACKS,1583
Region Totals,2002,SOCKEYE,806859
Region Totals,2002,COHO,2679681
Region Totals,2002,PINK,45288207
Region Totals,2002,CHUM,7416789
Region Totals,2002,TOTAL,56424054
Total Purse Seine,2003,CHINOOK,24054
Total Purse Seine,2003,JACKS,1182
Total Purse Seine,2003,SOCKEYE,681418
Total Purse Seine,2003,COHO,394168
Total Purse Seine,2003,PINK,49894749
Total Purse Seine,2003,CHUM,4336128
Total Purse Seine,2003,TOTAL,55331699
Southern Purse Seine Total,2003,CHINOOK,17160
Southern Purse Seine Total,2003,JACKS,811
Southern Purse Seine Total,2003,SOCKEYE,535310
Southern Purse Seine Total,2003,COHO,297433
Southern Purse Seine Total,2003,PINK,27513798
Southern Purse Seine Total,2003,CHUM,1471152
Southern Purse Seine Total,2003,TOTAL,29835664
Southern Purse Seine Traditional,2003,CHINOOK,16496
Southern Purse Seine Traditional,2003,JACKS,808
Southern Purse Seine Traditional,2003,SOCKEYE,534857
Southern Purse Seine Traditional,2003,COHO,281935
Southern Purse Seine Traditional,2003,PINK,27502986
Southern Purse Seine Traditional,2003,CHUM,1318849
Southern Purse Seine Traditional,2003,TOTAL,29655931
Southern Purse Seine Hatchery Terminal,2003,CHINOOK,664
Southern Purse Seine Hatchery Terminal,2003,JACKS,3
Southern Purse Seine Hatchery Terminal,2003,SOCKEYE,453
Southern Purse Seine Hatchery Terminal,2003,COHO,15498
Southern Purse Seine Hatchery Terminal,2003,PINK,10812
Southern Purse Seine Hatchery Terminal,2003,CHUM,152303
Southern Purse Seine Hatchery Terminal,2003,TOTAL,179733
Northern Purse Seine Total,2003,CHINOOK,6894
Northern Purse Seine Total,2003,JACKS,371
Northern Purse Seine Total,2003,SOCKEYE,146108
Northern Purse Seine Total,2003,COHO,96735
Northern Purse Seine Total,2003,PINK,22380951
Northern Purse Seine Total,2003,CHUM,2864976
Northern Purse Seine Total,2003,TOTAL,25496035
Northern Purse Seine Traditional,2003,CHINOOK,2186
Northern Purse Seine Traditional,2003,JACKS,295
Northern Purse Seine Traditional,2003,SOCKEYE,142818
Northern Purse Seine Traditional,2003,COHO,95670
Northern Purse Seine Traditional,2003,PINK,21792959
Northern Purse Seine Traditional,2003,CHUM,1128297
Northern Purse Seine Traditional,2003,TOTAL,23162225
Northern Purse Seine Hatchery Terminal,2003,CHINOOK,4708
Northern Purse Seine Hatchery Terminal,2003,JACKS,76
Northern Purse Seine Hatchery Terminal,2003,SOCKEYE,3290
Northern Purse Seine Hatchery Terminal,2003,COHO,1065
Northern Purse Seine Hatchery Terminal,2003,PINK,587992
Northern Purse Seine Hatchery Terminal,2003,CHUM,1736679
Northern Purse Seine Hatchery Terminal,2003,TOTAL,2333810
Total Drift Gillnet,2003,CHINOOK,10704
Total Drift Gillnet,2003,JACKS,0
Total Drift Gillnet,2003,SOCKEYE,598679
Total Drift Gillnet,2003,COHO,434231
Total Drift Gillnet,2003,PINK,1354839
Total Drift Gillnet,2003,CHUM,1528070
Total Drift Gillnet,2003,TOTAL,3926523
Tree Point,2003,CHINOOK,677
Tree Point,2003,JACKS,0
Tree Point,2003,SOCKEYE,105263
Tree Point,2003,COHO,63619
Tree Point,2003,PINK,621372
Tree Point,2003,CHUM,246264
Tree Point,2003,TOTAL,1037195
Prince of Wales,2003,CHINOOK,422
Prince of Wales,2003,JACKS,0
Prince of Wales,2003,SOCKEYE,116904
Prince of Wales,2003,COHO,212057
Prince of Wales,2003,PINK,470697
Prince of Wales,2003,CHUM,300253
Prince of Wales,2003,TOTAL,1100333
Stikine,2003,CHINOOK,312
Stikine,2003,JACKS,0
Stikine,2003,SOCKEYE,42158
Stikine,2003,COHO,38795
Stikine,2003,PINK,76113
Stikine,2003,CHUM,51701
Stikine,2003,TOTAL,209079
Taku-Snettisham,2003,CHINOOK,1465
Taku-Snettisham,2003,JACKS,0
Taku-Snettisham,2003,SOCKEYE,205433
Taku-Snettisham,2003,COHO,23704
Taku-Snettisham,2003,PINK,112395
Taku-Snettisham,2003,CHUM,170420
Taku-Snettisham,2003,TOTAL,513417
Lynn Canal,2003,CHINOOK,635
Lynn Canal,2003,JACKS,0
Lynn Canal,2003,SOCKEYE,91287
Lynn Canal,2003,COHO,59621
Lynn Canal,2003,PINK,47755
Lynn Canal,2003,CHUM,322445
Lynn Canal,2003,TOTAL,521743
Drift Gillnet Hatchery Terminal,2003,CHINOOK,7193
Drift Gillnet Hatchery Terminal,2003,JACKS,0
Drift Gillnet Hatchery Terminal,2003,SOCKEYE,37634
Drift Gillnet Hatchery Terminal,2003,COHO,36435
Drift Gillnet Hatchery Terminal,2003,PINK,26507
Drift Gillnet Hatchery Terminal,2003,CHUM,436987
Drift Gillnet Hatchery Terminal,2003,TOTAL,544756
Set Gillnet,2003,CHINOOK,3842
Set Gillnet,2003,JACKS,0
Set Gillnet,2003,SOCKEYE,154384
Set Gillnet,2003,COHO,74343
Set Gillnet,2003,PINK,48418
Set Gillnet,2003,CHUM,542
Set Gillnet,2003,TOTAL,281529
Total Troll,2003,CHINOOK,169838
Total Troll,2003,JACKS,0
Total Troll,2003,SOCKEYE,1659
Total Troll,2003,COHO,752152
Total Troll,2003,PINK,43456
Total Troll,2003,CHUM,79451
Total Troll,2003,TOTAL,1046556
Hand Troll Total,2003,CHINOOK,NA
Hand Troll Total,2003,JACKS,NA
Hand Troll Total,2003,SOCKEYE,NA
Hand Troll Total,2003,COHO,NA
Hand Troll Total,2003,PINK,NA
Hand Troll Total,2003,CHUM,NA
Hand Troll Total,2003,TOTAL,NA
Hand Troll Traditional,2003,CHINOOK,NA
Hand Troll Traditional,2003,JACKS,NA
Hand Troll Traditional,2003,SOCKEYE,NA
Hand Troll Traditional,2003,COHO,NA
Hand Troll Traditional,2003,PINK,NA
Hand Troll Traditional,2003,CHUM,NA
Hand Troll Traditional,2003,TOTAL,NA
Hand Troll Hatchery Terminal,2003,CHINOOK,NA
Hand Troll Hatchery Terminal,2003,JACKS,NA
Hand Troll Hatchery Terminal,2003,SOCKEYE,NA
Hand Troll Hatchery Terminal,2003,COHO,NA
Hand Troll Hatchery Terminal,2003,PINK,NA
Hand Troll Hatchery Terminal,2003,CHUM,NA
Hand Troll Hatchery Terminal,2003,TOTAL,NA
Hand Troll Spring Fishery,2003,CHINOOK,NA
Hand Troll Spring Fishery,2003,JACKS,NA
Hand Troll Spring Fishery,2003,SOCKEYE,NA
Hand Troll Spring Fishery,2003,COHO,NA
Hand Troll Spring Fishery,2003,PINK,NA
Hand Troll Spring Fishery,2003,CHUM,NA
Hand Troll Spring Fishery,2003,TOTAL,NA
Power Troll Total,2003,CHINOOK,NA
Power Troll Total,2003,JACKS,NA
Power Troll Total,2003,SOCKEYE,NA
Power Troll Total,2003,COHO,NA
Power Troll Total,2003,PINK,NA
Power Troll Total,2003,CHUM,NA
Power Troll Total,2003,TOTAL,NA
Power Troll Traditional,2003,CHINOOK,
Power Troll Traditional,2003,JACKS,
Power Troll Traditional,2003,SOCKEYE,
Power Troll Traditional,2003,COHO,
Power Troll Traditional,2003,PINK,
Power Troll Traditional,2003,CHUM,
Power Troll Traditional,2003,TOTAL,
Power Troll Hatchery Terminal,2003,CHINOOK,NA
Power Troll Hatchery Terminal,2003,JACKS,NA
Power Troll Hatchery Terminal,2003,SOCKEYE,NA
Power Troll Hatchery Terminal,2003,COHO,NA
Power Troll Hatchery Terminal,2003,PINK,NA
Power Troll Hatchery Terminal,2003,CHUM,NA
Power Troll Hatchery Terminal,2003,TOTAL,NA
Power Troll Spring Fishery,2003,CHINOOK,NA
Power Troll Spring Fishery,2003,JACKS,NA
Power Troll Spring Fishery,2003,SOCKEYE,NA
Power Troll Spring Fishery,2003,COHO,NA
Power Troll Spring Fishery,2003,PINK,NA
Power Troll Spring Fishery,2003,CHUM,NA
Power Troll Spring Fishery,2003,TOTAL,NA
Total Annette Island Reservation,2003,CHINOOK,776
Total Annette Island Reservation,2003,JACKS,4
Total Annette Island Reservation,2003,SOCKEYE,7806
Total Annette Island Reservation,2003,COHO,39879
Total Annette Island Reservation,2003,PINK,569512
Total Annette Island Reservation,2003,CHUM,56049
Total Annette Island Reservation,2003,TOTAL,674026
Annette Island Purse Seine,2003,CHINOOK,80
Annette Island Purse Seine,2003,JACKS,4
Annette Island Purse Seine,2003,SOCKEYE,3871
Annette Island Purse Seine,2003,COHO,6820
Annette Island Purse Seine,2003,PINK,466016
Annette Island Purse Seine,2003,CHUM,9618
Annette Island Purse Seine,2003,TOTAL,486409
Annette Island Drift Gillnet,2003,CHINOOK,692
Annette Island Drift Gillnet,2003,JACKS,0
Annette Island Drift Gillnet,2003,SOCKEYE,3935
Annette Island Drift Gillnet,2003,COHO,33059
Annette Island Drift Gillnet,2003,PINK,103496
Annette Island Drift Gillnet,2003,CHUM,46431
Annette Island Drift Gillnet,2003,TOTAL,187613
Total Annette Island Troll,2003,CHINOOK,4
Total Annette Island Troll,2003,JACKS,0
Total Annette Island Troll,2003,SOCKEYE,0
Total Annette Island Troll,2003,COHO,0
Total Annette Island Troll,2003,PINK,0
Total Annette Island Troll,2003,CHUM,0
Total Annette Island Troll,2003,TOTAL,4
Annette Island Hand Troll,2003,CHINOOK,0
Annette Island Hand Troll,2003,JACKS,0
Annette Island Hand Troll,2003,SOCKEYE,0
Annette Island Hand Troll,2003,COHO,0
Annette Island Hand Troll,2003,PINK,0
Annette Island Hand Troll,2003,CHUM,0
Annette Island Hand Troll,2003,TOTAL,0
Annette Island Power Troll,2003,CHINOOK,4
Annette Island Power Troll,2003,JACKS,0
Annette Island Power Troll,2003,SOCKEYE,0
Annette Island Power Troll,2003,COHO,0
Annette Island Power Troll,2003,PINK,0
Annette Island Power Troll,2003,CHUM,0
Annette Island Power Troll,2003,TOTAL,4
Hatchery Cost Recovery,2003,CHINOOK,45723
Hatchery Cost Recovery,2003,JACKS,0
Hatchery Cost Recovery,2003,SOCKEYE,75869
Hatchery Cost Recovery,2003,COHO,328650
Hatchery Cost Recovery,2003,PINK,420141
Hatchery Cost Recovery,2003,CHUM,4889605
Hatchery Cost Recovery,2003,TOTAL,5759988
Miscellaneous,2003,CHINOOK,866
Miscellaneous,2003,JACKS,2
Miscellaneous,2003,SOCKEYE,2604
Miscellaneous,2003,COHO,3643
Miscellaneous,2003,PINK,68330
Miscellaneous,2003,CHUM,18153
Miscellaneous,2003,TOTAL,93598
Southern Totals,2003,CHINOOK,62397
Southern Totals,2003,JACKS,815
Southern Totals,2003,SOCKEYE,809421
Southern Totals,2003,COHO,935567
Southern Totals,2003,PINK,29277437
Southern Totals,2003,CHUM,3327674
Southern Totals,2003,TOTAL,34413311
Northern Totals,2003,CHINOOK,185184
Northern Totals,2003,JACKS,373
Northern Totals,2003,SOCKEYE,558609
Northern Totals,2003,COHO,1000357
Northern Totals,2003,PINK,23073723
Northern Totals,2003,CHUM,7579905
Northern Totals,2003,TOTAL,32398151
Yakutat,2003,CHINOOK,8007
Yakutat,2003,JACKS,0
Yakutat,2003,SOCKEYE,154389
Yakutat,2003,COHO,87916
Yakutat,2003,PINK,48428
Yakutat,2003,CHUM,550
Yakutat,2003,TOTAL,299290
Region Totals,2003,CHINOOK,255588
Region Totals,2003,JACKS,1188
Region Totals,2003,SOCKEYE,1522419
Region Totals,2003,COHO,2023840
Region Totals,2003,PINK,52399588
Region Totals,2003,CHUM,10908129
Region Totals,2003,TOTAL,67110752
Total Purse Seine,2004,CHINOOK,39297
Total Purse Seine,2004,JACKS,687
Total Purse Seine,2004,SOCKEYE,900557
Total Purse Seine,2004,COHO,399267
Total Purse Seine,2004,PINK,42596809
Total Purse Seine,2004,CHUM,5684447
Total Purse Seine,2004,TOTAL,49621064
Southern Purse Seine Total,2004,CHINOOK,30307
Southern Purse Seine Total,2004,JACKS,91
Southern Purse Seine Total,2004,SOCKEYE,577068
Southern Purse Seine Total,2004,COHO,232532
Southern Purse Seine Total,2004,PINK,19526353
Southern Purse Seine Total,2004,CHUM,1585466
Southern Purse Seine Total,2004,TOTAL,21951817
Southern Purse Seine Traditional,2004,CHINOOK,28689
Southern Purse Seine Traditional,2004,JACKS,91
Southern Purse Seine Traditional,2004,SOCKEYE,575826
Southern Purse Seine Traditional,2004,COHO,225953
Southern Purse Seine Traditional,2004,PINK,19507988
Southern Purse Seine Traditional,2004,CHUM,1464440
Southern Purse Seine Traditional,2004,TOTAL,21802987
Southern Purse Seine Hatchery Terminal,2004,CHINOOK,1618
Southern Purse Seine Hatchery Terminal,2004,JACKS,0
Southern Purse Seine Hatchery Terminal,2004,SOCKEYE,1242
Southern Purse Seine Hatchery Terminal,2004,COHO,6579
Southern Purse Seine Hatchery Terminal,2004,PINK,18365
Southern Purse Seine Hatchery Terminal,2004,CHUM,121026
Southern Purse Seine Hatchery Terminal,2004,TOTAL,148830
Northern Purse Seine Total,2004,CHINOOK,8990
Northern Purse Seine Total,2004,JACKS,596
Northern Purse Seine Total,2004,SOCKEYE,323489
Northern Purse Seine Total,2004,COHO,166735
Northern Purse Seine Total,2004,PINK,23070456
Northern Purse Seine Total,2004,CHUM,4098981
Northern Purse Seine Total,2004,TOTAL,27669247
Northern Purse Seine Traditional,2004,CHINOOK,4652
Northern Purse Seine Traditional,2004,JACKS,498
Northern Purse Seine Traditional,2004,SOCKEYE,316498
Northern Purse Seine Traditional,2004,COHO,154826
Northern Purse Seine Traditional,2004,PINK,21674207
Northern Purse Seine Traditional,2004,CHUM,2313128
Northern Purse Seine Traditional,2004,TOTAL,24463809
Northern Purse Seine Hatchery Terminal,2004,CHINOOK,4338
Northern Purse Seine Hatchery Terminal,2004,JACKS,98
Northern Purse Seine Hatchery Terminal,2004,SOCKEYE,6991
Northern Purse Seine Hatchery Terminal,2004,COHO,11909
Northern Purse Seine Hatchery Terminal,2004,PINK,1396249
Northern Purse Seine Hatchery Terminal,2004,CHUM,1785853
Northern Purse Seine Hatchery Terminal,2004,TOTAL,3205438
Total Drift Gillnet,2004,CHINOOK,20148
Total Drift Gillnet,2004,JACKS,0
Total Drift Gillnet,2004,SOCKEYE,798094
Total Drift Gillnet,2004,COHO,316192
Total Drift Gillnet,2004,PINK,944447
Total Drift Gillnet,2004,CHUM,1830877
Total Drift Gillnet,2004,TOTAL,3909758
Tree Point,2004,CHINOOK,1998
Tree Point,2004,JACKS,0
Tree Point,2004,SOCKEYE,142357
Tree Point,2004,COHO,30891
Tree Point,2004,PINK,407441
Tree Point,2004,CHUM,291718
Tree Point,2004,TOTAL,874405
Prince of Wales,2004,CHINOOK,2735
Prince of Wales,2004,JACKS,0
Prince of Wales,2004,SOCKEYE,116259
Prince of Wales,2004,COHO,138631
Prince of Wales,2004,PINK,245237
Prince of Wales,2004,CHUM,110480
Prince of Wales,2004,TOTAL,613342
Stikine,2004,CHINOOK,7410
Stikine,2004,JACKS,0
Stikine,2004,SOCKEYE,103392
Stikine,2004,COHO,26617
Stikine,2004,PINK,20439
Stikine,2004,CHUM,37996
Stikine,2004,TOTAL,195854
Taku-Snettisham,2004,CHINOOK,2291
Taku-Snettisham,2004,JACKS,0
Taku-Snettisham,2004,SOCKEYE,241252
Taku-Snettisham,2004,COHO,45289
Taku-Snettisham,2004,PINK,150272
Taku-Snettisham,2004,CHUM,130792
Taku-Snettisham,2004,TOTAL,569896
Lynn Canal,2004,CHINOOK,765
Lynn Canal,2004,JACKS,0
Lynn Canal,2004,SOCKEYE,143598
Lynn Canal,2004,COHO,51887
Lynn Canal,2004,PINK,88644
Lynn Canal,2004,CHUM,581998
Lynn Canal,2004,TOTAL,866892
Drift Gillnet Hatchery Terminal,2004,CHINOOK,4949
Drift Gillnet Hatchery Terminal,2004,JACKS,0
Drift Gillnet Hatchery Terminal,2004,SOCKEYE,51236
Drift Gillnet Hatchery Terminal,2004,COHO,22877
Drift Gillnet Hatchery Terminal,2004,PINK,32414
Drift Gillnet Hatchery Terminal,2004,CHUM,677893
Drift Gillnet Hatchery Terminal,2004,TOTAL,789369
Set Gillnet,2004,CHINOOK,2734
Set Gillnet,2004,JACKS,0
Set Gillnet,2004,SOCKEYE,88282
Set Gillnet,2004,COHO,196930
Set Gillnet,2004,PINK,23207
Set Gillnet,2004,CHUM,1555
Set Gillnet,2004,TOTAL,312708
Total Troll,2004,CHINOOK,169838
Total Troll,2004,JACKS,0
Total Troll,2004,SOCKEYE,1659
Total Troll,2004,COHO,752152
Total Troll,2004,PINK,43456
Total Troll,2004,CHUM,79451
Total Troll,2004,TOTAL,1046556
Hand Troll Total,2004,CHINOOK,18100
Hand Troll Total,2004,JACKS,0
Hand Troll Total,2004,SOCKEYE,100
Hand Troll Total,2004,COHO,108600
Hand Troll Total,2004,PINK,2400
Hand Troll Total,2004,CHUM,900
Hand Troll Total,2004,TOTAL,130100
Hand Troll Traditional,2004,CHINOOK,13000
Hand Troll Traditional,2004,JACKS,NA
Hand Troll Traditional,2004,SOCKEYE,100
Hand Troll Traditional,2004,COHO,108500
Hand Troll Traditional,2004,PINK,2400
Hand Troll Traditional,2004,CHUM,900
Hand Troll Traditional,2004,TOTAL,124900
Hand Troll Hatchery Terminal,2004,CHINOOK,300
Hand Troll Hatchery Terminal,2004,JACKS,NA
Hand Troll Hatchery Terminal,2004,SOCKEYE,0
Hand Troll Hatchery Terminal,2004,COHO,0
Hand Troll Hatchery Terminal,2004,PINK,0
Hand Troll Hatchery Terminal,2004,CHUM,0
Hand Troll Hatchery Terminal,2004,TOTAL,300
Hand Troll Spring Fishery,2004,CHINOOK,4800
Hand Troll Spring Fishery,2004,JACKS,NA
Hand Troll Spring Fishery,2004,SOCKEYE,0
Hand Troll Spring Fishery,2004,COHO,100
Hand Troll Spring Fishery,2004,PINK,0
Hand Troll Spring Fishery,2004,CHUM,0
Hand Troll Spring Fishery,2004,TOTAL,4900
Power Troll Total,2004,CHINOOK,323800
Power Troll Total,2004,JACKS,0
Power Troll Total,2004,SOCKEYE,6400
Power Troll Total,2004,COHO,1804700
Power Troll Total,2004,PINK,56500
Power Troll Total,2004,CHUM,173500
Power Troll Total,2004,TOTAL,2364900
Power Troll Traditional,2004,CHINOOK,272100
Power Troll Traditional,2004,JACKS,
Power Troll Traditional,2004,SOCKEYE,4600
Power Troll Traditional,2004,COHO,1801900
Power Troll Traditional,2004,PINK,54500
Power Troll Traditional,2004,CHUM,158400
Power Troll Traditional,2004,TOTAL,2291500
Power Troll Hatchery Terminal,2004,CHINOOK,1300
Power Troll Hatchery Terminal,2004,JACKS,NA
Power Troll Hatchery Terminal,2004,SOCKEYE,1600
Power Troll Hatchery Terminal,2004,COHO,0
Power Troll Hatchery Terminal,2004,PINK,1800
Power Troll Hatchery Terminal,2004,CHUM,5000
Power Troll Hatchery Terminal,2004,TOTAL,9700
Power Troll Spring Fishery,2004,CHINOOK,50400
Power Troll Spring Fishery,2004,JACKS,NA
Power Troll Spring Fishery,2004,SOCKEYE,200
Power Troll Spring Fishery,2004,COHO,2800
Power Troll Spring Fishery,2004,PINK,200
Power Troll Spring Fishery,2004,CHUM,10100
Power Troll Spring Fishery,2004,TOTAL,63700
Total Annette Island Reservation,2004,CHINOOK,1912
Total Annette Island Reservation,2004,JACKS,2
Total Annette Island Reservation,2004,SOCKEYE,30743
Total Annette Island Reservation,2004,COHO,30883
Total Annette Island Reservation,2004,PINK,715774
Total Annette Island Reservation,2004,CHUM,97664
Total Annette Island Reservation,2004,TOTAL,876978
Annette Island Purse Seine,2004,CHINOOK,336
Annette Island Purse Seine,2004,JACKS,2
Annette Island Purse Seine,2004,SOCKEYE,16081
Annette Island Purse Seine,2004,COHO,5884
Annette Island Purse Seine,2004,PINK,543146
Annette Island Purse Seine,2004,CHUM,20785
Annette Island Purse Seine,2004,TOTAL,586234
Annette Island Drift Gillnet,2004,CHINOOK,1523
Annette Island Drift Gillnet,2004,JACKS,0
Annette Island Drift Gillnet,2004,SOCKEYE,14661
Annette Island Drift Gillnet,2004,COHO,23269
Annette Island Drift Gillnet,2004,PINK,172504
Annette Island Drift Gillnet,2004,CHUM,76862
Annette Island Drift Gillnet,2004,TOTAL,288819
Total Annette Island Troll,2004,CHINOOK,53
Total Annette Island Troll,2004,JACKS,0
Total Annette Island Troll,2004,SOCKEYE,1
Total Annette Island Troll,2004,COHO,1730
Total Annette Island Troll,2004,PINK,124
Total Annette Island Troll,2004,CHUM,17
Total Annette Island Troll,2004,TOTAL,1925
Annette Island Hand Troll,2004,CHINOOK,0
Annette Island Hand Troll,2004,JACKS,0
Annette Island Hand Troll,2004,SOCKEYE,0
Annette Island Hand Troll,2004,COHO,0
Annette Island Hand Troll,2004,PINK,0
Annette Island Hand Troll,2004,CHUM,0
Annette Island Hand Troll,2004,TOTAL,0
Annette Island Power Troll,2004,CHINOOK,53
Annette Island Power Troll,2004,JACKS,0
Annette Island Power Troll,2004,SOCKEYE,1
Annette Island Power Troll,2004,COHO,1730
Annette Island Power Troll,2004,PINK,124
Annette Island Power Troll,2004,CHUM,17
Annette Island Power Troll,2004,TOTAL,1925
Hatchery Cost Recovery,2004,CHINOOK,62470
Hatchery Cost Recovery,2004,JACKS,0
Hatchery Cost Recovery,2004,SOCKEYE,210665
Hatchery Cost Recovery,2004,COHO,221721
Hatchery Cost Recovery,2004,PINK,933287
Hatchery Cost Recovery,2004,CHUM,3550119
Hatchery Cost Recovery,2004,TOTAL,4978262
Miscellaneous,2004,CHINOOK,2162
Miscellaneous,2004,JACKS,8
Miscellaneous,2004,SOCKEYE,4393
Miscellaneous,2004,COHO,4725
Miscellaneous,2004,PINK,62289
Miscellaneous,2004,CHUM,30852
Miscellaneous,2004,TOTAL,104429
Southern Totals,2004,CHINOOK,87617
Southern Totals,2004,JACKS,93
Southern Totals,2004,SOCKEYE,971011
Southern Totals,2004,COHO,676805
Southern Totals,2004,PINK,20926926
Southern Totals,2004,CHUM,2985731
Southern Totals,2004,TOTAL,25648183
Northern Totals,2004,CHINOOK,204111
Northern Totals,2004,JACKS,604
Northern Totals,2004,SOCKEYE,975096
Northern Totals,2004,COHO,1032925
Northern Totals,2004,PINK,24369145
Northern Totals,2004,CHUM,8292459
Northern Totals,2004,TOTAL,34874340
Yakutat,2004,CHINOOK,6899
Yakutat,2004,JACKS,0
Yakutat,2004,SOCKEYE,88287
Yakutat,2004,COHO,210503
Yakutat,2004,PINK,23217
Yakutat,2004,CHUM,1563
Yakutat,2004,TOTAL,330469
Region Totals,2004,CHINOOK,298627
Region Totals,2004,JACKS,697
Region Totals,2004,SOCKEYE,2034394
Region Totals,2004,COHO,1920233
Region Totals,2004,PINK,45319288
Region Totals,2004,CHUM,11279753
Region Totals,2004,TOTAL,60852992
Total Purse Seine,2005,CHINOOK,19694
Total Purse Seine,2005,JACKS,727
Total Purse Seine,2005,SOCKEYE,898515
Total Purse Seine,2005,COHO,341295
Total Purse Seine,2005,PINK,55746479
Total Purse Seine,2005,CHUM,2817026
Total Purse Seine,2005,TOTAL,59823736
Southern Purse Seine Total,2005,CHINOOK,15257
Southern Purse Seine Total,2005,JACKS,392
Southern Purse Seine Total,2005,SOCKEYE,735457
Southern Purse Seine Total,2005,COHO,208096
Southern Purse Seine Total,2005,PINK,27121832
Southern Purse Seine Total,2005,CHUM,981779
Southern Purse Seine Total,2005,TOTAL,29062813
Southern Purse Seine Traditional,2005,CHINOOK,12608
Southern Purse Seine Traditional,2005,JACKS,378
Southern Purse Seine Traditional,2005,SOCKEYE,735286
Southern Purse Seine Traditional,2005,COHO,201408
Southern Purse Seine Traditional,2005,PINK,27092635
Southern Purse Seine Traditional,2005,CHUM,755320
Southern Purse Seine Traditional,2005,TOTAL,28797635
Southern Purse Seine Hatchery Terminal,2005,CHINOOK,2649
Southern Purse Seine Hatchery Terminal,2005,JACKS,14
Southern Purse Seine Hatchery Terminal,2005,SOCKEYE,171
Southern Purse Seine Hatchery Terminal,2005,COHO,6688
Southern Purse Seine Hatchery Terminal,2005,PINK,29197
Southern Purse Seine Hatchery Terminal,2005,CHUM,226459
Southern Purse Seine Hatchery Terminal,2005,TOTAL,265178
Northern Purse Seine Total,2005,CHINOOK,4437
Northern Purse Seine Total,2005,JACKS,335
Northern Purse Seine Total,2005,SOCKEYE,163058
Northern Purse Seine Total,2005,COHO,133199
Northern Purse Seine Total,2005,PINK,28624647
Northern Purse Seine Total,2005,CHUM,1835247
Northern Purse Seine Total,2005,TOTAL,30760923
Northern Purse Seine Traditional,2005,CHINOOK,2791
Northern Purse Seine Traditional,2005,JACKS,285
